file_name,source_path,relative_path,source_dir,suggested_label_cn,suggested_label_en,text_sample,normalized_text_sample,title_block_drawing_number,title_block_part_name,title_block_material,title_block_scale,title_block_sheet,title_block_date,title_block_weight,title_block_company,title_block_projection,title_block_revision,review_drawing_number,review_part_name,review_material,review_scale,review_sheet,review_date,review_weight,review_company,review_projection,review_revision,dimensions_count,dimensions_sample,layers_count,hatches_count,reviewer_label_cn,reviewer_label_en,review_status,review_notes,preview_path
喷雾器组件（改）.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/喷雾器组件（改）.dxf,1200型风送式喷雾机/喷雾器组件（改）.dwg,机械CAD图纸,喷雾器组件（改）,,PELECBASETEXT1 | \M+5BCBC\M+5CAF5\M+5D2AA\M+5C7F3 1\M+5A1A2\M+5B2C9\M+5D3C3\M+5B2BB\M+5D0E2\M+5B8D6\M+5D6C6\M+5D7F7\M+5A3AC\M+5BAB8\M+5BDD3\M+5C6B4\M+5BDD3\M+5B6F8\M+5B3C9 2\M+5A1A2\M+5BAB8\M+5BDD3...,pelecbasetext1 | \m+5bcbc\m+5caf5\m+5d2aa\m+5c7f3 1\m+5a1a2\m+5b2c9\m+5d3c3\m+5b2bb\m+5d0e2\m+5b8d6\m+5d6c6\m+5d7f7\m+5a3ac\m+5bab8\m+5bdd3\m+5c6b4\m+5bdd3\m+5b6f8\m+5b3c9 2\m+5a1a2\m+5bab8\m+5bdd3...,,,,,,,,,,,,,,,,,,,,,31,linear:563.34 | linear:115.50 | linear:315.00 | linear:90.00 | linear:96.00,23,45,喷雾器组件（改）,,confirmed,manual_priority_decision; manual_priority_pack_30,
机械制图60.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图60.dxf,CAD机械零件图纸127个/11/机械制图60.dwg,机械CAD图纸,机械制图,,A | A\M+5CFF2,a | a\m+5cff2,,,,,,,,,,,,,,,,,,,,,23,linear:92.80 | linear:7.68 | linear:2.56 | linear:44.80 | linear:19.84,4,4,,,pending,,
1-7机械平面图2.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/1-7机械平面图2.dxf,CAD机械零件图纸127个/1/1-7机械平面图2.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC2,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc2,,,,,,,,,,,,,,,,,,,,,7,linear:40.00 | linear:6.00 | radial:30.00 | radial:86.00 | radial:70.00,4,0,,,pending,,
机械制图59.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图59.dxf,CAD机械零件图纸127个/11/机械制图59.dwg,机械CAD图纸,机械制图,,\M+5CFF2 | A | A | 32\M+5A1E3,\m+5cff2 | a | a | 32\m+5a1e3,,,,,,,,,,,,,,,,,,,,,28,radial:28.00 | linear:60.00 | linear:90.00 | linear:24.00 | linear:10.00,6,3,,,pending,,
机械制图21.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图21.dxf,CAD机械零件图纸127个/4/机械制图21.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,15,linear:26.16 | linear:40.76 | linear:6.68 | linear:40.18 | angular:1.20,4,0,,,pending,,
机械制图42.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图42.dxf,CAD机械零件图纸127个/9/机械制图42.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,6,radial:82.52 | radial:42.59 | linear:23.78 | linear:2.74 | linear:36.28,6,0,,,pending,,
三视图2.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/三视图2.dxf,CAD机械零件图纸127个/14/三视图2.dwg,机械CAD图纸,三视图,,2-%%c13 | Ø24,2-%%c13 | ø24,,,,,,,,,,,,,,,,,,,,,15,linear:90.00 | linear:172.00 | linear:8.00 | linear:22.00 | linear:60.00,4,2,,,pending,,
8.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/8.dxf,8.dwg,机械零件CAD图纸,练习零件图,,,,,,,,,,,,,,,,,,,,,,,,14,linear:58.94 | linear:84.95 | linear:27.74 | linear:20.23 | linear:34.67,4,1,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
2004阶梯轴71.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2004阶梯轴71.dxf,2004阶梯轴71.dwg,蜗杆与箱体,阶梯轴,,C-C | B-B | A-A | B | B | A | A | D | R0.5 | 4:1 | Ø48 | C | C,c-c | b-b | a-a | b | b | a | a | d | r0.5 | 4:1 | ø48 | c | c,,,,,,,,,,,,,,,,,,,,,30,linear:1.60 | linear:25.60 | linear:20.00 | linear:36.00 | linear:149.60,33,3,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=轴类-阶梯轴,
粗糙度2.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/粗糙度2.dxf,"国家标准CAD模板(A0,A1,A2,A3,A4)文件及块/粗糙度2.dwg",机械CAD图纸,粗糙度,,,,,,,,,,,,,,,,,,,,,,,,0,,3,0,模板,,confirmed,manual_priority_decision; manual_priority_pack_13e; manual_final_category=模板; manual_subcategory=教学模板(表面粗糙度),
2004零件轴改6.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2004零件轴改6.dxf,2004零件轴改6.dwg,蜗杆与箱体,零件轴改,,K | K-K | 25 | K | 3.2 | 6.3 | 6.3 | 1.6 | 3.2 | 6.3 | \M+5B1C8\M+5C0FD | \M+5CAFD\M+5C1BF | \M+5C9E8\M+5BCC6 | \M+5D6C6\M+5CDBC | \M+5C9F3\M+5BACB | \M+5B2C4\M+5C1CF | \M+5B9B2 1 \M+5D5C5 \M+5B5DA...,k | k-k | 25 | k | 3.2 | 6.3 | 6.3 | 1.6 | 3.2 | 6.3 | \m+5b1c8\m+5c0fd | \m+5cafd\m+5c1bf | \m+5c9e8\m+5bcc6 | \m+5d6c6\m+5cdbc | \m+5c9f3\m+5bacb | \m+5b2c4\m+5c1cf | \m+5b9b2 1 \m+5d5c5 \m+5b5da...,,,,,,,,,,,,,,,,,,,,,20,linear:%%C68f6 | linear:%%C75f8 | linear:42 | linear:52 | linear:2,15,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=轴类,
粗糙度1.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/粗糙度1.dxf,"国家标准CAD模板(A0,A1,A2,A3,A4)文件及块/粗糙度1.dwg",机械CAD图纸,粗糙度,,,,,,,,,,,,,,,,,,,,,,,,0,,3,0,模板,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=模板; manual_subcategory=教学模板(表面粗糙度标注),
后机架更换桥6.20.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/后机架更换桥6.20.dxf,夹具图纸、装配图纸/后机架更换桥6.20.dwg,机械CAD图纸,机架,,A | A | A-A | 6-∅20 | 16Mn | 16Mn | 2件/台 | 4件/台 | 标记 | 处数 | 分 区 | 更改文件号 | 签名 | 年月日 | 设计 | 审核 | 工艺 | 批准 | 阶段标记 | 重量 | 比例 | 共  张  第  张 | 日    期 | 签    字 | 底图总号 | 旧底图总号 | 描    校 | 描    图 | 借（通）用件登记 |...,a | a | a-a | 6-∅20 | 16mn | 16mn | 2件/台 | 4件/台 | 标记 | 处数 | 分 区 | 更改文件号 | 签名 | 年月日 | 设计 | 审核 | 工艺 | 批准 | 阶段标记 | 重量 | 比例 | 共  张  第  张 | 日    期 | 签    字 | 底图总号 | 旧底图总号 | 描    校 | 描    图 | 借（通）用件登记 |...,,,,,,,,,,,,,,,,,,,,,516,linear:34.00 | linear:14.00 | linear:6-%%c20 | linear:6-%%c13EQS | linear:%%c131,71,156,装配图,,confirmed,manual_priority_decision,
机械制图76.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图76.dxf,CAD机械零件图纸127个/14/机械制图76.dwg,机械CAD图纸,机械制图,,\M+5C8D5\M+5C6DA | \M+5B1EA\M+5BCC7 | \M+5B8FC\M+5B8C4\M+5C4DA\M+5C8DD\M+5BBF2\M+5D2C0\M+5BEDD | \M+5B8FC\M+5B8C4\M+5C8CB | 1.\M+5BAB8\M+5BDD3\M+5C0CE\M+5BFBF\M+5A1A3 2.\M+5C0E2\M+5B1DF\M+5B5B9\M+5...,\m+5c8d5\m+5c6da | \m+5b1ea\m+5bcc7 | \m+5b8fc\m+5b8c4\m+5c4da\m+5c8dd\m+5bbf2\m+5d2c0\m+5bedd | \m+5b8fc\m+5b8c4\m+5c8cb | 1.\m+5bab8\m+5bdd3\m+5c0ce\m+5bfbf\m+5a1a3 2.\m+5c0e2\m+5b1df\m+5b5b9\m+5...,,,,,,,,,,,,,,,,,,,,,27,linear:1358.00 | linear:65.00 | linear:20.00 | linear:926.00 | linear:700.00,12,21,,,pending,,
2-3机械平面图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-3机械平面图.dxf,CAD机械零件图纸127个/2/2-3机械平面图.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC7,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc7,,,,,,,,,,,,,,,,,,,,,17,angular:0.52 | angular:0.86 | radial:8.00 | radial:14.00 | radial:11.00,4,0,,,pending,,
31001-2.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/31001-2.dxf,31001-2.dwg,机械零件CAD图纸,蜗杆,,\M+5A2F2 | \M+5A2F3 | \M+5A2F4 | \M+5A2F6 | \M+5A2FB | \M+5A2F5 | \M+5A2F6 | \M+5A2F8 | \M+5A2F4 | \M+5A2F3 | \M+5A2F2 | \M+5A2F5 | \M+5A2F6 | \M+5A2FB | YK3120CNC2-31001/2 | \M+5C9E8\M+5BCC6\M+5D4...,\m+5a2f2 | \m+5a2f3 | \m+5a2f4 | \m+5a2f6 | \m+5a2fb | \m+5a2f5 | \m+5a2f6 | \m+5a2f8 | \m+5a2f4 | \m+5a2f3 | \m+5a2f2 | \m+5a2f5 | \m+5a2f6 | \m+5a2fb | yk3120cnc2-31001/2 | \m+5c9e8\m+5bcc6\m+5d4...,,,,,,,,,,,,,,,,,,,,,430,linear:60.00 | linear:22.00 | linear:20.00 | linear:22.00 | linear:19.00,8,424,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
机械制图39.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图39.dxf,CAD机械零件图纸127个/8/机械制图39.dwg,机械CAD图纸,机械制图,,1∶8 | 1∶5 | 1∶20,1∶8 | 1∶5 | 1∶20,,,,,,,,,,,,,,,,,,,,,8,linear:45.77 | linear:18.47 | linear:60.97 | linear:14.18 | linear:10.17,6,1,,,pending,,
10.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/10.dxf,10.dwg,机械零件CAD图纸,练习零件图,,,,,,,,,,,,,,,,,,,,,,,,5,radial:28.00 | radial:3.00 | radial:9.00 | radial:R26.5 | radial:32.00,5,0,,,pending,,
轴的标注-1.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/轴的标注-1.dxf,CAD轴承/轴的标注-1.dwg,机械CAD图纸,轴的标注,,C2 | C2 | 两处 | 其余 | B | B | A | A,c2 | c2 | 两处 | 其余 | b | b | a | a,,,,,,,,,,,,,,,,,,,,,16,"linear:%%C{\fËÎÌå|b0|i0|c134|p0;45\Ftxt,gbcbig|c134;\H0.9583x;(\fËÎÌå|b0|i0|c134|p0;\H0.52176x;\S+0.025^ +0.009;\Ftxt,gbcbig|c134;\H1.9166x;)} | linear:60.00 | linear:36.00 | linear:57.00 | linear:12.00",7,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=轴类(标注示例),
前筒体（改）.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/前筒体（改）.dxf,1200型风送式喷雾机/前筒体（改）.dwg,机械CAD图纸,前筒体（改）,,PELECBASETEXT1 | \M+5BCBC\M+5CAF5\M+5D2AA\M+5C7F3 1\M+5A1A2\M+5BFC9\M+5B2C9\M+5D3C3\M+5BAB8\M+5BDD3\M+5C6B4\M+5BDD3\M+5D6C6\M+5D7F7\M+5B6F8\M+5B3C9 2\M+5A1A2\M+5BAB8\M+5BDD3\M+5CDEA\M+5BAF3\M+5B4F2...,pelecbasetext1 | \m+5bcbc\m+5caf5\m+5d2aa\m+5c7f3 1\m+5a1a2\m+5bfc9\m+5b2c9\m+5d3c3\m+5bab8\m+5bdd3\m+5c6b4\m+5bdd3\m+5d6c6\m+5d7f7\m+5b6f8\m+5b3c9 2\m+5a1a2\m+5bab8\m+5bdd3\m+5cdea\m+5baf3\m+5b4f2...,,,,,,,,,,,,,,,,,,,,,10,linear:1158.81 | linear:1308.00 | linear:1398.00 | linear:808.81 | linear:1112.04,19,5,前筒体（改）,,confirmed,manual_priority_decision; manual_priority_pack_30,
上摆臂.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/上摆臂.dxf,2007版本的/上摆臂.dwg,机械CAD图纸,上摆臂,,,,,,,,,,,,,,,,,,,,,,,,7,linear:50.00 | linear:16.00 | linear:100.00 | linear:10.00 | radial:16.00,23,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=连杆类-摆臂,
机械制图77.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图77.dxf,CAD机械零件图纸127个/14/机械制图77.dwg,机械CAD图纸,机械制图,,5000-5 | A | 3.2 | 5014 | 1.\M+5C8F1\M+5B1DF\M+5B5B9\M+5B6DB\M+5A3AC\M+5B2BB\M+5B9CE\M+5BBA8\M+5A1A3 2.\M+5BAB8\M+5B7EC\M+5B2BB\M+5B5C3\M+5D3D0\M+5BCD0\M+5D4FC\M+5A1A2\M+5C6F8\M+5BFD7\M+5BCB0\M+5C1...,5000-5 | a | 3.2 | 5014 | 1.\m+5c8f1\m+5b1df\m+5b5b9\m+5b6db\m+5a3ac\m+5b2bb\m+5b9ce\m+5bba8\m+5a1a3 2.\m+5bab8\m+5b7ec\m+5b2bb\m+5b5c3\m+5d3d0\m+5bcd0\m+5d4fc\m+5a1a2\m+5c6f8\m+5bfd7\m+5bcb0\m+5c1...,,,,,,,,,,,,,,,,,,,,,17,linear:270.00 | linear:390.00 | linear:\A1;<>{\H0.7x;\S0^ -0.20;} | linear:212.00 | linear:4500%%p1.0,7,9,机械制图,,confirmed,manual_priority_decision,
a1汽缸.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/a1汽缸.dxf,夹具图纸、装配图纸/a1汽缸.dwg,机械CAD图纸,汽缸,,\M+5A2F1 | 3:1 | \M+5C9CF\M+5BAA3\M+5B9A4\M+5B3CC\M+5BCBC\M+5CAF5\M+5B4F3\M+5D1A7 | \M+5D6DC\M+5C8D5\M+5C9FD | I | ∅25+0.013^ 0,\m+5a2f1 | 3:1 | \m+5c9cf\m+5baa3\m+5b9a4\m+5b3cc\m+5bcbc\m+5caf5\m+5b4f3\m+5d1a7 | \m+5d6dc\m+5c8d5\m+5c9fd | i | ∅25+0.013^ 0,,,,,,,,,,,,,,,,,,,,,20,linear:{%%c<>}{}{\H0.7143x;\S+0.028^ +0.003;} | linear:{%%c<>}{}{\H0.7143x;\S+0.028^ +0.003;} | linear:304.20 | linear:{%%c<>}{}{\H0.7143x;\S+0.018^  0;} | linear:{<>}{}{%%p0.01},22,5,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=缸体类-汽缸,
泵.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/泵.dxf,泵.dwg,机械零件CAD图纸,泵,,\M+5C7A9   \M+5C3FB | \M+5C8D5   \M+5C6DA | 1Cr18Ni9Ti | \M+5B1C8\M+5C0FD | \M+5B5DA   \M+5D2B3 | \M+5B9B2   \M+5D2B3 | S | \M+5BDD7 \M+5B6CE \M+5B1EA \M+5BCC7 | \M+5D6CA\M+5C1BF | 1:2 | \M+5B1C3\M...,\m+5c7a9   \m+5c3fb | \m+5c8d5   \m+5c6da | 1cr18ni9ti | \m+5b1c8\m+5c0fd | \m+5b5da   \m+5d2b3 | \m+5b9b2   \m+5d2b3 | s | \m+5bdd7 \m+5b6ce \m+5b1ea \m+5bcc7 | \m+5d6ca\m+5c1bf | 1:2 | \m+5b1c3\m...,,,,,,,,,,,,,,,,,,,,,100,linear:%%C<> | linear:%%C<> | linear:%%C<> | linear:%%C<>H7({\H3\S+0.046^   0;}) | linear:%%C<>,13,4,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=装配图; manual_subcategory=泵装配,
FU200-02-13-01.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-13-01.dxf,FU200-02-13-01.DWG,机械零件CAD图纸,角钢,,3 | 1 | 2 | 12.5 | Rz200 | \M+5C6E4\M+5D3E0 | \M+5B9B2        \M+5D5C5 | \M+5CDBC  \M+5D1F9  \M+5B1EA  \M+5BCC7 | \M+5B1EA \M+5D7BC \M+5BBAF | \M+5C9E8   \M+5BCC6 | \M+5B9A4   \M+5D2D5 | \M+5D0A3...,3 | 1 | 2 | 12.5 | rz200 | \m+5c6e4\m+5d3e0 | \m+5b9b2        \m+5d5c5 | \m+5cdbc  \m+5d1f9  \m+5b1ea  \m+5bcc7 | \m+5b1ea \m+5d7bc \m+5bbaf | \m+5c9e8   \m+5bcc6 | \m+5b9a4   \m+5d2d5 | \m+5d0a3...,,,,,,,,,,,,,,,,,,,,,9,linear:-1.00 | linear:-1.00 | linear:-1.00 | linear:-1.00 | linear:-1.00,6,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=型材-角钢,
机械制图26.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图26.dxf,CAD机械零件图纸127个/5/机械制图26.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,19,radial:22.64 | linear:21.54 | linear:11.67 | linear:26.43 | angular:1.05,4,0,,,pending,,
机械制图34.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图34.dxf,CAD机械零件图纸127个/5/机械制图34.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,27,linear:10.09 | linear:15.73 | linear:35.62 | linear:59.37 | linear:30.02,6,0,,,pending,,
机械制图53.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图53.dxf,CAD机械零件图纸127个/10/机械制图53.dwg,机械CAD图纸,机械制图,,,,,,,,,,,,,,,,,,,,,,,,25,linear:316.00 | linear:50.00 | linear:60.00 | linear:60.00 | linear:30.00,7,1,,,pending,,
零件八.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/零件八.dxf,CAD图纸抄画/已完成/零件八.dwg,机械CAD图纸,零件八,,,,,,,,,,,,,,,,,,,,,,,,21,radial:{<>}{}{} | linear:26.00 | radial:45.00 | linear:45.00 | radial:{<>}{}{\H0.7143x;\S-0.04^ -0.06;},22,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=教学零件,
2-5机械平面图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-5机械平面图.dxf,CAD机械零件图纸127个/2/2-5机械平面图.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC9,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc9,,,,,,,,,,,,,,,,,,,,,19,linear:88.00 | linear:78.00 | linear:250.00 | radial:35.00 | radial:30.00,4,0,,,pending,,
61001.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/61001.dxf,61001.dwg,机械零件CAD图纸,旋转组件,,J-72X6 Q43-2 | 50X72X12   61910/P5 | 72 J62-3A | 55X78X16  81111/P4 | 40X68X21 NN3008K/P4 | 68X8   Q43-2 | M10X40  J21-9A | 61301 | 61302 | 4X20  J44-1 | 61305 | M6X20  J21-1A | 61304 | 61303 | 613...,j-72x6 q43-2 | 50x72x12   61910/p5 | 72 j62-3a | 55x78x16  81111/p4 | 40x68x21 nn3008k/p4 | 68x8   q43-2 | m10x40  j21-9a | 61301 | 61302 | 4x20  j44-1 | 61305 | m6x20  j21-1a | 61304 | 61303 | 613...,,,,,,,,,,,,,,,,,,,,,136,linear:560.00 | linear:%%c40h6 | linear:32 | linear:160.00 | linear:%%C70,15,109,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
2-4机械平面图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/2-4机械平面图.dxf,CAD机械零件图纸127个/2/2-4机械平面图.dwg,机械CAD图纸,机械平面图,,\M+5BBFA\M+5D0B5\M+5C6BD\M+5C3E6\M+5CDBC8,\m+5bbfa\m+5d0b5\m+5c6bd\m+5c3e6\m+5cdbc8,,,,,,,,,,,,,,,,,,,,,12,radial:46.00 | radial:26.00 | radial:32.00 | radial:20.00 | radial:32.00,4,0,,,pending,,
FU200-02-01-1.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/FU200-02-01-1.dxf,FU200-02-01-1.DWG,机械零件CAD图纸,盖,,2x45%%D | 1.5x45%%D | 6.3 | 6.3 | 3.2 | 6-Ø9 | 4-Ø4 | \M+5BEF9\M+5B2BC | \M+5BEF9\M+5B2BC | \M+5BCBC\M+5CAF5\M+5D2AA\M+5C7F3 | \M+5D6FD\M+5BCFE\M+5B2BB\M+5B5C3\M+5D3D0\M+5D3B0\M+5CFEC\M+5D0D4\M+5C4...,2x45%%d | 1.5x45%%d | 6.3 | 6.3 | 3.2 | 6-ø9 | 4-ø4 | \m+5bef9\m+5b2bc | \m+5bef9\m+5b2bc | \m+5bcbc\m+5caf5\m+5d2aa\m+5c7f3 | \m+5d6fd\m+5bcfe\m+5b2bb\m+5b5c3\m+5d3d0\m+5d3b0\m+5cfec\m+5d0d4\m+5c4...,,,,,,,,,,,,,,,,,,,,,12,linear:{%%C<>} | linear:{%%C<>} | linear:{%%C<>} | linear:-1.00 | linear:-1.00,6,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=盖类,
6.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/6.dxf,6.dwg,机械零件CAD图纸,练习零件图,,,,,,,,,,,,,,,,,,,,,,,,11,linear:%%c<> | radial:5.00 | radial:10.00 | linear:22.73 | linear:31.31,6,1,,,pending,,
零件九.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/零件九.dxf,CAD图纸抄画/已完成/零件九.dwg,机械CAD图纸,零件九,,,,,,,,,,,,,,,,,,,,,,,,21,angular:2.59 | radial:8.50 | linear:16.50 | linear:18.00 | linear:18.00,22,0,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30d; manual_final_category=零件图; manual_subcategory=教学零件,
11001床身装配图.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/11001床身装配图.dxf,11001床身装配图.dwg,机械零件CAD图纸,装配图,,Y90L-6 \M+5D2BA\M+5D1B9\M+5B5E7\M+5B6AF\M+5BBFA 1.1Kw 1000r/min | \M+5C7E0\M+5BFC7\M+5D6BD | \M+5C0B4\M+5D7D4\M+5D2BA\M+5D1B944\M+5D7E9\M+5A2DC\M+5B9DC | A--A | B | B--B | 1\M+5A3BA1 | 1\M+5A3BA2 |...,y90l-6 \m+5d2ba\m+5d1b9\m+5b5e7\m+5b6af\m+5bbfa 1.1kw 1000r/min | \m+5c7e0\m+5bfc7\m+5d6bd | \m+5c0b4\m+5d7d4\m+5d2ba\m+5d1b944\m+5d7e9\m+5a2dc\m+5b9dc | a--a | b | b--b | 1\m+5a3ba1 | 1\m+5a3ba2 |...,,,,,,,,,,,,,,,,,,,,,62,linear:\M+5D7EE\M+5B4F3500 \M+5D7EE\M+5D0A1260 | linear:910.00 | linear:125.00 | linear:251.00 | linear:317,17,43,装配图,,confirmed,manual_priority_decision; manual_priority_pack_30,
机械制图45.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/机械制图45.dxf,CAD机械零件图纸127个/9/机械制图45.dwg,机械CAD图纸,机械制图,,R42 | R40 | R35,r42 | r40 | r35,,,,,,,,,,,,,,,,,,,,,4,linear:15.15 | angular:0.37 | angular:0.63 | radial:16.87,6,1,,,pending,,
A0模板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/A0模板.dxf,"国家标准CAD模板(A0,A1,A2,A3,A4)文件及块/A0模板.dwg",机械CAD图纸,模板,,\M+5C9F3\M+5BACB | \M+5B9A4\M+5D2D5 | \M+5C5FA\M+5D7BC | \M+5BDD7\M+5B6CE\M+5B1EA\M+5BCC7 | \M+5D6D8\M+5C1BF | \M+5B1C8\M+5C0FD | \M+5B1EA\M+5BCC7 | \M+5B4A6\M+5CAFD | \M+5B7D6\M+5C7F8 | \M+5B8FC\M...,\m+5c9f3\m+5bacb | \m+5b9a4\m+5d2d5 | \m+5c5fa\m+5d7bc | \m+5bdd7\m+5b6ce\m+5b1ea\m+5bcc7 | \m+5d6d8\m+5c1bf | \m+5b1c8\m+5c0fd | \m+5b1ea\m+5bcc7 | \m+5b4a6\m+5cafd | \m+5b7d6\m+5c7f8 | \m+5b8fc\m...,,,,,,,,,,,,,,,,,,,,,0,,4,0,机械制图,,confirmed,manual_priority_decision; manual_priority_pack_30,
中间板.dxf,/Users/huazhou/Downloads/4000例CAD及三维机械零件练习图纸/机械CAD图纸_dxf/中间板.dxf,复杂产品出图/图纸/中间板.dwg,机械CAD图纸,板类,,A | A | A-A | B | B-B | B | 技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,a | a | a-a | b | b-b | b | 技术要求 | 1.表面喷漆。 | 2.冲孔毛刺需处理。 | 3.其他尺寸请参照实体模型。,,,,,,,,,,,,,,,,,,,,,44,linear:119.25 | linear:46.59 | linear:{<>%%p0.05}{}{} | linear:30.00 | linear:445.10,19,2,零件图,,confirmed,manual_priority_decision; manual_priority_pack_30c; manual_final_category=零件图; manual_subcategory=板类,
